[Mon Nov 18 16:47:14 2013] [info] Mon Nov 18 16:47:14 2013 - 	

[Mon Nov 18 16:49:55 2013] [info] Mon Nov 18 16:49:55 2013 - 	127.0.0.1

[Mon Nov 18 16:50:46 2013] [info] Mon Nov 18 16:50:46 2013	IP: 127.0.0.1
[Mon Nov 18 16:50:54 2013] [info] Mon Nov 18 16:50:54 2013	IP: 127.0.0.1
[Mon Nov 18 16:52:00 2013] [info] Mon Nov 18 16:52:00 2013	IP: 127.0.0.1
[Mon Nov 18 16:52:14 2013] [info] Mon Nov 18 16:52:14 2013	IP: 127.0.0.1
[Mon Nov 18 16:53:09 2013] [info] Mon Nov 18 16:53:09 2013	IP: 127.0.0.1
[Mon Nov 18 16:53:17 2013] [info] Mon Nov 18 16:53:17 2013	IP: 127.0.0.1
[Mon Nov 18 16:54:15 2013] [info] Mon Nov 18 16:54:15 2013	IP: 127.0.0.1
[Thu Nov 21 14:36:26 2013] [info] Thu Nov 21 14:36:26 2013	IP: 127.0.0.1	/search/result
[Thu Nov 21 14:38:01 2013] [info] Thu Nov 21 14:38:01 2013	IP: 127.0.0.1	/reagent/AMBN10003855:ENSG00000186318
[Thu Nov 21 14:41:15 2013] [info] Thu Nov 21 14:41:15 2013	IP: 127.0.0.1	/reagent/AMBN10003855:ENSG00000186318
[Fri Nov 22 11:46:46 2013] [info] Fri Nov 22 11:46:46 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 11:47:05 2013] [info] Fri Nov 22 11:47:05 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 11:47:18 2013] [info] Fri Nov 22 11:47:18 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 11:53:26 2013] [info] Fri Nov 22 11:53:26 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 11:59:12 2013] [info] Fri Nov 22 11:59:12 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:01:39 2013] [info] Fri Nov 22 12:01:39 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:08:12 2013] [info] Fri Nov 22 12:08:12 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:08:48 2013] [info] Fri Nov 22 12:08:48 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:15:48 2013] [info] Fri Nov 22 12:15:48 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:16:49 2013] [info] Fri Nov 22 12:16:49 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:16:58 2013] [info] Fri Nov 22 12:16:58 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:17:34 2013] [info] Fri Nov 22 12:17:34 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:17:36 2013] [info] Fri Nov 22 12:17:36 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:17:54 2013] [info] Fri Nov 22 12:17:54 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:17:58 2013] [info] Fri Nov 22 12:17:58 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:18:35 2013] [info] Fri Nov 22 12:18:35 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:18:37 2013] [info] Fri Nov 22 12:18:37 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:18:51 2013] [info] Fri Nov 22 12:18:51 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:19:43 2013] [info] Fri Nov 22 12:19:43 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:19:46 2013] [info] Fri Nov 22 12:19:46 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:20:06 2013] [info] Fri Nov 22 12:20:06 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:20:31 2013] [info] Fri Nov 22 12:20:31 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:29:19 2013] [info] Fri Nov 22 12:29:19 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:29:42 2013] [info] Fri Nov 22 12:29:42 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:32:36 2013] [info] Fri Nov 22 12:32:36 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:33:12 2013] [info] Fri Nov 22 12:33:12 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:34:36 2013] [info] Fri Nov 22 12:34:36 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:35:15 2013] [info] Fri Nov 22 12:35:15 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:35:40 2013] [info] Fri Nov 22 12:35:40 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:36:54 2013] [info] Fri Nov 22 12:36:54 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:46:52 2013] [info] Fri Nov 22 12:46:52 2013	IP: 127.0.0.1	/reagent/DRSC0000001:FBgn0036499
[Fri Nov 22 12:49:04 2013] [info] Fri Nov 22 12:49:04 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 12:49:17 2013] [info] Fri Nov 22 12:49:17 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000105146
[Fri Nov 22 12:49:33 2013] [info] Fri Nov 22 12:49:33 2013	IP: 127.0.0.1	/reagent/AMBN20055100:ENSG00000105146
[Fri Nov 22 12:50:18 2013] [info] Fri Nov 22 12:50:18 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0036499
[Fri Nov 22 13:51:22 2013] [info] Fri Nov 22 13:51:22 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:54:03 2013] [info] Fri Nov 22 14:54:03 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:54:15 2013] [info] Fri Nov 22 14:54:15 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:54:26 2013] [info] Fri Nov 22 14:54:26 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:55:07 2013] [info] Fri Nov 22 14:55:07 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:57:09 2013] [info] Fri Nov 22 14:57:09 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:57:39 2013] [info] Fri Nov 22 14:57:39 2013	IP: 127.0.0.1	/search/result
[Fri Nov 22 14:57:44 2013] [info] Fri Nov 22 14:57:44 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000105146
[Fri Nov 22 14:58:38 2013] [info] Fri Nov 22 14:58:38 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000105146
[Fri Nov 22 14:59:12 2013] [info] Fri Nov 22 14:59:12 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:34:52 2013] [info] Mon Nov 25 11:34:52 2013	IP: 127.0.0.1	/
[Mon Nov 25 11:39:17 2013] [info] Mon Nov 25 11:39:17 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:42:02 2013] [info] Mon Nov 25 11:42:02 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:42:06 2013] [info] Mon Nov 25 11:42:06 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:42:38 2013] [info] Mon Nov 25 11:42:38 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:47:14 2013] [info] Mon Nov 25 11:47:14 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:47:35 2013] [info] Mon Nov 25 11:47:35 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:48:34 2013] [info] Mon Nov 25 11:48:34 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:51:26 2013] [info] Mon Nov 25 11:51:26 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:51:30 2013] [info] Mon Nov 25 11:51:30 2013	IP: 127.0.0.1	/search/pheno/4__J1_SyM_2-24__J1_SyM_2-10__J1_SyM_2-1__J1_SyM_2-25__J1_SyM_2;exact
[Mon Nov 25 11:57:52 2013] [info] Mon Nov 25 11:57:52 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 11:58:16 2013] [info] Mon Nov 25 11:58:16 2013	IP: 127.0.0.1	/search/pheno/4__J1_SyM_2-24__J1_SyM_2-10__J1_SyM_2-1__J1_SyM_2-25__J1_SyM_2;exact
[Mon Nov 25 11:59:49 2013] [info] Mon Nov 25 11:59:49 2013	IP: 127.0.0.1	/search/pheno/4__J1_SyM_2-24__J1_SyM_2-10__J1_SyM_2-1__J1_SyM_2-25__J1_SyM_2;exact
[Mon Nov 25 12:18:59 2013] [info] Mon Nov 25 12:18:59 2013	IP: 127.0.0.1	/study/J1_SyM
[Mon Nov 25 12:20:00 2013] [info] Mon Nov 25 12:20:00 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:21:04 2013] [info] Mon Nov 25 12:21:04 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:21:13 2013] [info] Mon Nov 25 12:21:13 2013	IP: 127.0.0.1	/reagent/DRSC0000015:FBgn0036366
[Mon Nov 25 12:21:27 2013] [info] Mon Nov 25 12:21:27 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:21:33 2013] [info] Mon Nov 25 12:21:33 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:21:42 2013] [info] Mon Nov 25 12:21:42 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:21:47 2013] [info] Mon Nov 25 12:21:47 2013	IP: 127.0.0.1	/reagent/DRSC0000006:FBgn0028397
[Mon Nov 25 12:22:24 2013] [info] Mon Nov 25 12:22:24 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:22:28 2013] [info] Mon Nov 25 12:22:28 2013	IP: 127.0.0.1	/reagent/DRSC0000011:FBgn0053631
[Mon Nov 25 12:22:47 2013] [info] Mon Nov 25 12:22:47 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 12:22:50 2013] [info] Mon Nov 25 12:22:50 2013	IP: 127.0.0.1	/reagent/DRSC0000020:FBgn0036872
[Mon Nov 25 13:52:24 2013] [info] Mon Nov 25 13:52:24 2013	IP: 127.0.0.1	/reagent/DRSC0000020:FBgn0036872
[Mon Nov 25 13:52:37 2013] [info] Mon Nov 25 13:52:37 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 13:52:48 2013] [info] Mon Nov 25 13:52:48 2013	IP: 127.0.0.1	/reagent/DRSC0000018:FBgn0036872
[Mon Nov 25 13:52:54 2013] [info] Mon Nov 25 13:52:54 2013	IP: 127.0.0.1	/reagent/DRSC0000018:FBgn0036873
[Mon Nov 25 13:53:15 2013] [info] Mon Nov 25 13:53:15 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 13:53:23 2013] [info] Mon Nov 25 13:53:23 2013	IP: 127.0.0.1	/reagent/DRSC0000020:FBgn0036124
[Mon Nov 25 13:53:36 2013] [info] Mon Nov 25 13:53:36 2013	IP: 127.0.0.1	/phenotypes/
[Mon Nov 25 13:54:17 2013] [info] Mon Nov 25 13:54:17 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 13:54:25 2013] [info] Mon Nov 25 13:54:25 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0032230
[Mon Nov 25 13:54:33 2013] [info] Mon Nov 25 13:54:33 2013	IP: 127.0.0.1	/reagent/DRSC0006718:FBgn0032230
[Mon Nov 25 15:58:28 2013] [info] Mon Nov 25 15:58:28 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=FBgn0032230
[Mon Nov 25 15:58:32 2013] [info] Mon Nov 25 15:58:32 2013	IP: 127.0.0.1	/reagent/DRSC0006718:FBgn0032230
[Mon Nov 25 15:59:52 2013] [info] Mon Nov 25 15:59:52 2013	IP: 127.0.0.1	/reagent/DRSC0006718:FBgn0036142%22
[Mon Nov 25 15:59:57 2013] [info] Mon Nov 25 15:59:57 2013	IP: 127.0.0.1	/reagent/DRSC0006718:FBgn0036142
[Mon Nov 25 16:13:49 2013] [info] Mon Nov 25 16:13:49 2013	IP: 127.0.0.1	/phenotypes/
[Mon Nov 25 16:38:57 2013] [info] Mon Nov 25 16:38:57 2013	IP: 127.0.0.1	/phenotypes/
[Mon Nov 25 16:39:05 2013] [info] Mon Nov 25 16:39:05 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 16:39:18 2013] [info] Mon Nov 25 16:39:18 2013	IP: 127.0.0.1	/search/result
[Mon Nov 25 16:39:22 2013] [info] Mon Nov 25 16:39:22 2013	IP: 127.0.0.1	/replica/AMBN20056170:M1_SyM_2:ENSG00000131771:PPP1R1B
[Tue Nov 26 09:49:13 2013] [info] Tue Nov 26 09:49:13 2013	IP: 127.0.0.1	/search/result
[Thu Nov 28 15:57:51 2013] [info] Thu Nov 28 15:57:51 2013	IP: 127.0.0.1	/
[Thu Nov 28 15:57:58 2013] [info] Thu Nov 28 15:57:58 2013	IP: 127.0.0.1	/genebrowse
[Thu Nov 28 15:58:01 2013] [info] Thu Nov 28 15:58:01 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:01:08 2013] [info] Thu Nov 28 16:01:08 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:01:57 2013] [info] Thu Nov 28 16:01:57 2013	IP: 127.0.0.1	/search/result
[Thu Nov 28 16:03:36 2013] [info] Thu Nov 28 16:03:36 2013	IP: 127.0.0.1	/search/result
[Thu Nov 28 16:05:19 2013] [info] Thu Nov 28 16:05:19 2013	IP: 127.0.0.1	/
[Thu Nov 28 16:05:21 2013] [info] Thu Nov 28 16:05:21 2013	IP: 127.0.0.1	/genebrowse
[Thu Nov 28 16:05:24 2013] [info] Thu Nov 28 16:05:24 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:05:59 2013] [info] Thu Nov 28 16:05:59 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:12:30 2013] [info] Thu Nov 28 16:12:30 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:12:44 2013] [info] Thu Nov 28 16:12:44 2013	IP: 127.0.0.1	/
[Thu Nov 28 16:12:57 2013] [info] Thu Nov 28 16:12:57 2013	IP: 127.0.0.1	/search/result
[Thu Nov 28 16:25:00 2013] [info] Thu Nov 28 16:25:00 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:31:27 2013] [info] Thu Nov 28 16:31:27 2013	IP: 127.0.0.1	/genebrowse/unique/5
[Thu Nov 28 16:31:53 2013] [info] Thu Nov 28 16:31:53 2013	IP: 127.0.0.1	/genebrowse
[Tue Dec  3 10:18:45 2013] [info] Tue Dec  3 10:18:45 2013	IP: 127.0.0.1	/search/result
[Tue Dec  3 10:35:05 2013] [info] Tue Dec  3 10:35:05 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000105146
[Tue Dec  3 14:28:13 2013] [info] Tue Dec  3 14:28:13 2013	IP: 127.0.0.1	/submit/
[Thu Dec  5 15:25:04 2013] [info] Thu Dec  5 15:25:04 2013	IP: 127.0.0.1	/
[Thu Dec  5 15:25:18 2013] [info] Thu Dec  5 15:25:18 2013	IP: 127.0.0.1	/tutorial
[Thu Dec  5 15:25:41 2013] [info] Thu Dec  5 15:25:41 2013	IP: 127.0.0.1	/search/result
[Thu Dec  5 15:25:47 2013] [info] Thu Dec  5 15:25:47 2013	IP: 127.0.0.1	/replica/AMBN20059519:C2_SyM_1:ENSG00000170967:DDI1
[Thu Dec  5 17:17:07 2013] [info] Thu Dec  5 17:17:07 2013	IP: 127.0.0.1	/study/C2_SyM
[Thu Dec  5 17:17:11 2013] [info] Thu Dec  5 17:17:11 2013	IP: 127.0.0.1	/
[Thu Dec  5 17:17:27 2013] [info] Thu Dec  5 17:17:27 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000105146
[Thu Dec  5 17:17:31 2013] [info] Thu Dec  5 17:17:31 2013	IP: 127.0.0.1	/search/pheno/2__M1_SyM_2-3__M1_SyM_2-11__M1_SyM_2;exact
[Thu Dec  5 17:17:34 2013] [info] Thu Dec  5 17:17:34 2013	IP: 127.0.0.1	/phenotypes/
[Thu Dec  5 17:17:43 2013] [info] Thu Dec  5 17:17:43 2013	IP: 127.0.0.1	/search/phintersect
[Thu Dec  5 17:17:47 2013] [info] Thu Dec  5 17:17:47 2013	IP: 127.0.0.1	/reagent/AMBN10012820:ENSG00000146535
[Thu Dec  5 17:17:55 2013] [info] Thu Dec  5 17:17:55 2013	IP: 127.0.0.1	/reagent/AMBN10021571:ENSG00000136709
[Thu Dec  5 17:18:07 2013] [info] Thu Dec  5 17:18:07 2013	IP: 127.0.0.1	/reagent/AMBN10029218:ENSG00000115128
[Thu Dec  5 17:18:09 2013] [info] Thu Dec  5 17:18:09 2013	IP: 127.0.0.1	/search/pheno/M1_SyM_1:2-5-8:true
[Thu Dec  5 17:18:17 2013] [info] Thu Dec  5 17:18:17 2013	IP: 127.0.0.1	/reagent/AMBN10001626:ENSG00000169679
[Thu Dec  5 17:18:44 2013] [info] Thu Dec  5 17:18:44 2013	IP: 127.0.0.1	/search/result
[Thu Dec  5 17:19:17 2013] [info] Thu Dec  5 17:19:17 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000091140
[Thu Dec  5 17:20:01 2013] [info] Thu Dec  5 17:20:01 2013	IP: 127.0.0.1	/search/pheno/11__M1_SyM_2-4__M1_SyM_2-5__M1_SyM_2;exact
[Thu Dec  5 17:20:52 2013] [info] Thu Dec  5 17:20:52 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000145649
[Thu Dec  5 17:21:51 2013] [info] Thu Dec  5 17:21:51 2013	IP: 127.0.0.1	/reagent/AMBN10004289:ENSG00000145649
[Thu Dec  5 17:26:35 2013] [info] Thu Dec  5 17:26:35 2013	IP: 127.0.0.1	/search/pheno/M1_SyM_1:4:true
[Thu Dec  5 17:31:30 2013] [info] Thu Dec  5 17:31:30 2013	IP: 127.0.0.1	/search/result?stype=gn&gene=ENSG00000164076
[Thu Dec  5 17:31:35 2013] [info] Thu Dec  5 17:31:35 2013	IP: 127.0.0.1	/study/M1_SyM
[Fri Dec  6 15:21:09 2013] [info] Fri Dec  6 15:21:09 2013	IP: 127.0.0.1	/phenotypes
[Fri Dec  6 15:21:55 2013] [info] Fri Dec  6 15:21:55 2013	IP: 127.0.0.1	/search/phintersect
[Fri Dec  6 15:22:09 2013] [info] Fri Dec  6 15:22:09 2013	IP: 127.0.0.1	/reagent/AMBN10025237:ENSG00000141378
[Fri Dec  6 15:22:14 2013] [info] Fri Dec  6 15:22:14 2013	IP: 127.0.0.1	/study/B1_SyM
[Fri Dec  6 15:41:44 2013] [info] Fri Dec  6 15:41:44 2013	IP: 127.0.0.1	/search/result
[Fri Dec  6 15:43:08 2013] [info] Fri Dec  6 15:43:08 2013	IP: 127.0.0.1	/search/result
[Fri Dec  6 15:43:34 2013] [info] Fri Dec  6 15:43:34 2013	IP: 127.0.0.1	/search/pheno/3__M1_SyM_1-1__B1_SyM_1;exact
[Fri Dec  6 15:43:48 2013] [info] Fri Dec  6 15:43:48 2013	IP: 127.0.0.1	/reagent/AMBN10046997:ENSG00000168014
[Fri Dec  6 15:44:07 2013] [info] Fri Dec  6 15:44:07 2013	IP: 127.0.0.1	/reagent/AMBN10046997
[Mon Dec  9 11:40:21 2013] [info] Mon Dec  9 11:40:21 2013	IP: 127.0.0.1	/phenotypes/
[Mon Dec  9 13:39:56 2013] [info] Mon Dec  9 13:39:56 2013	IP: 127.0.0.1	/
[Mon Dec  9 13:43:08 2013] [info] Mon Dec  9 13:43:08 2013	IP: 127.0.0.1	/
[Mon Dec  9 13:43:14 2013] [info] Mon Dec  9 13:43:14 2013	IP: 127.0.0.1	/
[Mon Dec  9 13:43:41 2013] [info] Mon Dec  9 13:43:41 2013	IP: 127.0.0.1	/
[Mon Dec  9 14:05:19 2013] [info] Mon Dec  9 14:05:19 2013	IP: 127.0.0.1	/
[Mon Dec  9 14:06:09 2013] [info] Mon Dec  9 14:06:09 2013	IP: 127.0.0.1	/
[Mon Dec  9 14:06:28 2013] [info] Mon Dec  9 14:06:28 2013	IP: 127.0.0.1	/
[Mon Dec  9 14:06:32 2013] [info] Mon Dec  9 14:06:32 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 14:06:38 2013] [info] Mon Dec  9 14:06:38 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 14:06:39 2013] [info] Mon Dec  9 14:06:39 2013	IP: 127.0.0.1	/?genome=HMSPNSgenes
[Mon Dec  9 15:01:39 2013] [info] Mon Dec  9 15:01:39 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:01:42 2013] [info] Mon Dec  9 15:01:42 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:01:42 2013] [info] Mon Dec  9 15:01:42 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:01:50 2013] [info] Mon Dec  9 15:01:50 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:01:53 2013] [info] Mon Dec  9 15:01:53 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:01:53 2013] [info] Mon Dec  9 15:01:53 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:02:25 2013] [info] Mon Dec  9 15:02:25 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:03:00 2013] [info] Mon Dec  9 15:03:00 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:03:02 2013] [info] Mon Dec  9 15:03:02 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:03:02 2013] [info] Mon Dec  9 15:03:02 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:04:11 2013] [info] Mon Dec  9 15:04:11 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:04:13 2013] [info] Mon Dec  9 15:04:13 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:04:13 2013] [info] Mon Dec  9 15:04:13 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:05:22 2013] [info] Mon Dec  9 15:05:22 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:05:26 2013] [info] Mon Dec  9 15:05:26 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:05:32 2013] [info] Mon Dec  9 15:05:31 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:05:35 2013] [info] Mon Dec  9 15:05:35 2013	IP: 127.0.0.1	/?genome=HMSPNSgenes
[Mon Dec  9 15:06:53 2013] [info] Mon Dec  9 15:06:53 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:06:55 2013] [info] Mon Dec  9 15:06:55 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:07:48 2013] [info] Mon Dec  9 15:07:48 2013	IP: 127.0.0.1	/
[Mon Dec  9 15:08:03 2013] [info] Mon Dec  9 15:08:03 2013	IP: 127.0.0.1	/?genome=HMSPNSgenes
[Mon Dec  9 15:08:13 2013] [info] Mon Dec  9 15:08:13 2013	IP: 127.0.0.1	/?genome=FruitFLYgenes
[Mon Dec  9 15:18:02 2013] [info] Mon Dec  9 15:18:02 2013	IP: 127.0.0.1	/?genome=HMSPNSgenes
